chr,start,end,id,motif_start,motif_end,motif_pvalue,motif_strand,#motifs,occupancy_score,annotation,mid_position
chr1,22889228,22889795,6748,N,N,N,N,N,715,Intron,22889511
chr1,22930266,22930637,6757,22930494,22930513,3.36e-06,-,1,727,Distal,22930503
chr1,22964239,22964615,6763,22964371,22964390,6.61e-08,-,1,754,Promoter,22964380
chr1,22976463,22976993,6765,22976594,22976613,1.55e-05,+,2,741,Distal,22976603
chr1,23098723,23099154,6791,23098896,23098915,1.05e-06,+,2,752,Intron,23098905
chr1,23184647,23185154,6821,23184850,23184869,1.14e-09,-,2,738,Distal,23184859
chr1,23216507,23217125,6829,23216904,23216923,4.83e-10,+,2,694,Distal,23216913
chr1,23403955,23404285,6884,23404113,23404132,3.75e-06,-,2,761,Intron,23404122
chr1,23497099,23497379,6913,23497232,23497251,2.13e-09,+,1,761,Distal,23497241
chr1,23539817,23540117,6926,23539985,23540004,4.11e-07,-,1,757,Distal,23539994
chr1,23544714,23545001,6927,23544871,23544890,5.83e-06,+,1,749,Distal,23544880
chr1,23634782,23635274,6970,N,N,N,N,N,745,Intron,23635028
chr1,23637451,23637767,6971,23637598,23637617,9.4e-09,-,1,755,Intron,23637607
chr1,23657696,23658103,6976,23657716,23657735,7.91e-05,-,1,741,Distal,23657725
chr1,23665245,23665659,6977,23665432,23665451,4.2e-05,-,1,638,Distal,23665441
chr1,23691425,23691987,6983,23691671,23691690,7.13e-05,+,1,738,Promoter,23691680
chr1,23718486,23718973,6995,N,N,N,N,N,657,Distal,23718729
chr1,23751281,23751638,7007,23751479,23751498,3.43e-07,-,1,716,Exon,23751488
chr1,23772176,23772451,7010,23772302,23772321,4.62e-06,+,1,757,Exon,23772311
chr1,23809743,23810067,7027,23809882,23809901,1.22e-06,+,2,748,Intron,23809891
chr1,23810816,23811111,7028,23810946,23810965,2.92e-06,+,1,710,Intron,23810955
chr1,23868279,23868882,7044,23868433,23868452,1.75e-07,-,1,759,Promoter,23868442
chr1,23916820,23917169,7061,23916982,23917001,1.19e-06,-,1,725,Distal,23916991
chr1,23949136,23949472,7070,23949321,23949340,3.2e-07,+,1,701,Distal,23949330
chr1,24027907,24028437,7096,24028264,24028283,5.14e-06,-,1,647,Distal,24028273
chr1,24070874,24071168,7110,24071014,24071033,1.47e-08,+,1,754,Intron,24071023
chr1,24112564,24112866,7120,24112718,24112737,5.61e-05,-,1,688,Promoter,24112727
chr1,24150243,24150809,7128,24150636,24150655,2.28e-07,+,4,754,Distal,24150645
chr1,24199314,24199591,7149,24199446,24199465,7.07e-08,+,1,741,Promoter,24199455
chr1,24201883,24202210,7150,24202029,24202048,8.86e-08,+,1,737,Promoter,24202038
chr1,24385204,24385522,7220,24385383,24385402,2.86e-06,+,1,624,Intron,24385392
chr1,24391283,24391619,7222,24391450,24391469,3.29e-06,-,1,755,Intron,24391459
chr1,24392303,24392689,7223,24392495,24392514,1.49e-05,-,1,722,Intron,24392504
chr1,24415432,24415777,7228,24415567,24415586,6.3e-06,+,1,744,Promoter,24415576
chr1,24527085,24527535,7267,24527361,24527380,2.53e-07,-,1,673,Intron,24527370
chr1,24541960,24542375,7272,24542157,24542176,1.07e-08,+,1,710,Intron,24542166
chr1,24587109,24587856,7286,24587391,24587410,1.42e-06,-,1,731,Intron,24587400
chr1,24635257,24635604,7300,24635409,24635428,1.98e-05,-,1,664,Distal,24635418
chr1,24688550,24688958,7313,24688718,24688737,7.36e-08,+,2,750,Distal,24688727
chr1,24830699,24831024,7358,24830870,24830889,3.75e-07,-,1,691,Intron,24830879
chr1,24847964,24848264,7362,24848086,24848105,5.37e-07,+,2,753,Distal,24848095
chr1,24898019,24898435,7377,24898278,24898297,6.81e-07,-,3,740,Distal,24898287
chr1,24931964,24932680,7387,24932405,24932424,6.14e-06,+,1,627,Intron,24932414
chr1,25037204,25037511,7435,25037340,25037359,9.56e-07,+,1,702,Distal,25037349
chr1,25101480,25101765,7457,25101601,25101620,3.75e-08,-,1,760,Distal,25101610
chr1,25148471,25149060,7471,25148861,25148880,4e-06,-,1,622,Distal,25148870
chr1,25204608,25205494,7488,25205031,25205050,7.36e-08,-,2,716,Distal,25205040
chr1,25239794,25240225,7497,25240052,25240071,3.58e-06,+,2,728,Distal,25240061
chr1,25402623,25403267,7537,25403120,25403139,9.36e-06,+,1,663,Intron,25403129
chr1,25487499,25487912,7566,25487750,25487769,2.88e-09,-,1,652,Intron,25487759
chr1,25503715,25504188,7569,25503980,25503999,1.75e-07,+,1,699,Distal,25503989
chr1,25520462,25521029,7574,25520635,25520654,2.79e-09,-,2,715,Distal,25520644
chr1,25572660,25573304,7597,N,N,N,N,N,698,Distal,25572982
chr1,25608622,25608962,7607,25608770,25608789,2.07e-07,+,1,670,Distal,25608779
chr1,25619092,25619533,7611,25619243,25619262,2.01e-06,+,2,718,Promoter,25619252
chr1,25692586,25692933,7637,N,N,N,N,N,617,Intron,25692759
chr1,25796853,25797262,7681,25797002,25797021,8.17e-07,-,1,747,Distal,25797011
chr1,25810779,25811146,7688,25810969,25810988,5.01e-06,-,4,758,Intron,25810978
chr1,25895429,25895706,7716,25895573,25895592,2.51e-07,+,3,765,Intron,25895582
chr1,25998122,25998492,7742,25998302,25998321,1.47e-07,-,1,769,Promoter,25998311
chr1,26035980,26036396,7757,26036126,26036145,2.36e-07,+,2,764,Exon,26036135
chr1,26104977,26105317,7776,26105128,26105147,3.75e-08,+,1,752,Distal,26105137
chr1,26145110,26145446,7792,26145286,26145305,2.05e-07,-,1,744,Distal,26145295
chr1,26164025,26164777,7800,26164362,26164381,6.82e-09,-,3,660,Distal,26164371
chr1,26169642,26169941,7803,26169809,26169828,1.43e-05,+,2,750,Promoter,26169818
chr1,26233754,26234104,7819,26233937,26233956,1.77e-06,-,2,756,Promoter,26233946
chr1,26275554,26276166,7826,26275705,26275724,1.84e-06,+,2,748,Intron,26275714
chr1,26285054,26285406,7828,26285251,26285270,2.51e-08,+,1,728,Intron,26285260
chr1,26321525,26321859,7841,26321716,26321735,4.97e-07,-,1,756,Distal,26321725
chr1,26363857,26364128,7856,26363994,26364013,1.38e-08,-,1,760,Intron,26364003
chr1,26391491,26391857,7863,26391659,26391678,2.12e-07,-,1,651,Distal,26391668
chr1,26396201,26396581,7864,N,N,N,N,N,665,Distal,26396391
chr1,26417077,26417434,7868,26417205,26417224,2.51e-08,-,1,745,Intron,26417214
chr1,26470090,26471125,7877,26470479,26470498,7.83e-06,-,1,706,Promoter,26470488
chr1,26500129,26500529,7884,26500347,26500366,8.98e-07,+,2,744,Distal,26500356
chr1,26538712,26539113,7896,26538870,26538889,1.22e-06,+,3,646,Intron,26538879
chr1,26597516,26598103,7912,26597740,26597759,1.65e-05,+,1,644,Distal,26597749
chr1,26602392,26602667,7915,26602538,26602557,1.37e-06,+,1,714,Distal,26602547
chr1,26620053,26620547,7918,26620417,26620436,9.07e-07,+,2,731,Distal,26620426
chr1,26677474,26677894,7936,26677594,26677613,1.09e-05,-,2,743,Distal,26677603
chr1,26789169,26789518,7975,26789335,26789354,1.95e-06,-,1,763,Promoter,26789344
chr1,26810080,26810415,7980,26810218,26810237,4.06e-07,+,2,751,Distal,26810227
chr1,26826221,26826763,7984,26826223,26826242,1.66e-05,+,1,695,Promoter,26826232
chr1,26853098,26853495,7994,26853262,26853281,5.55e-08,+,2,746,Intron,26853271
chr1,26877994,26878317,8001,26878142,26878161,6.02e-08,-,1,728,Distal,26878151
chr1,26887102,26887489,8004,26887296,26887315,2.2e-07,-,1,631,Intron,26887305
chr1,26966929,26967238,8029,26967077,26967096,6.19e-06,+,1,731,Distal,26967086
chr1,26997649,26997936,8038,26997804,26997823,5.29e-09,+,1,754,Intron,26997813
chr1,27044585,27044845,8054,27044704,27044723,1.43e-07,+,1,754,Distal,27044713
chr1,27045938,27046301,8055,27046085,27046104,3.09e-09,+,1,753,Distal,27046094
chr1,27097438,27097743,8062,27097569,27097588,2.33e-08,-,1,763,Distal,27097578
chr1,27102742,27103018,8064,27102867,27102886,1.12e-07,+,1,760,Intron,27102876
chr1,27155044,27155479,8080,N,N,N,N,N,753,Promoter,27155261
chr1,27197853,27198245,8088,27198098,27198117,1.73e-07,+,1,742,Distal,27198107
chr1,27284695,27285015,8108,27284847,27284866,2.48e-07,-,1,752,Intron,27284856
chr1,27296767,27297143,8112,27296861,27296880,4.09e-08,+,1,677,Intron,27296870
chr1,27300802,27301099,8113,27300966,27300985,8.29e-08,+,3,763,Intron,27300975
chr1,27332537,27333167,8119,27332951,27332970,7.37e-06,+,4,754,Intron,27332960
chr1,27357540,27357801,8132,27357676,27357695,6.58e-11,+,1,764,Intron,27357685
chr1,27366380,27367278,8135,27366590,27366609,4.33e-05,+,3,652,Promoter,27366599
chr1,27388440,27388751,8146,27388575,27388594,1.63e-07,-,1,745,Distal,27388584
chr1,27395321,27395707,8151,27395557,27395576,1.9e-09,-,1,761,Exon,27395566
chr1,27416549,27416853,8158,27416696,27416715,1.65e-06,+,1,725,Intron,27416705
chr1,27556726,27557110,8213,27556906,27556925,1.08e-05,+,2,753,Intron,27556915
chr1,27568464,27568887,8217,27568712,27568731,1.33e-06,+,2,706,Intron,27568721
chr1,27606291,27606681,8236,27606531,27606550,2.56e-07,-,1,749,Distal,27606540
chr1,27608593,27609119,8237,N,N,N,N,N,711,Distal,27608856
chr1,27643629,27644404,8252,27643738,27643757,1.59e-05,+,1,744,Distal,27643747
chr1,27663164,27663506,8259,27663329,27663348,1.66e-09,-,1,755,Distal,27663338
chr1,27669019,27669458,8260,27669305,27669324,7.18e-06,+,3,759,Exon,27669314
chr1,27725566,27726234,8271,27725752,27725771,4.54e-07,+,3,697,Promoter,27725761
chr1,27858075,27858381,8303,N,N,N,N,N,761,Distal,27858228
chr1,27940091,27940735,8330,N,N,N,N,N,624,Intron,27940413
chr1,27959996,27960373,8339,27960039,27960058,2e-05,+,2,635,Promoter,27960048
chr1,27979489,27980050,8342,27979803,27979822,1.93e-07,-,1,647,Intron,27979812
chr1,28091120,28091519,8364,28091380,28091399,3.17e-07,+,1,733,Distal,28091389
chr1,28208834,28209257,8409,28209043,28209062,6.32e-07,-,1,710,Intron,28209052
chr1,28248507,28248800,8422,28248644,28248663,1.57e-07,+,1,756,Distal,28248653
chr1,28359588,28359990,8447,28359834,28359853,3.48e-08,+,1,719,Distal,28359843
chr1,28409682,28410194,8464,28409916,28409935,1.01e-06,+,1,624,Intron,28409925
chr1,28517600,28518310,8492,28518170,28518189,7.11e-07,+,2,755,Intron,28518179
chr1,28602825,28603192,8508,28603015,28603034,3.88e-07,-,1,706,Distal,28603024
chr1,28642946,28643504,8513,28643178,28643197,5.73e-05,+,1,643,Promoter,28643187
chr1,28736458,28736917,8530,28736738,28736757,2.78e-06,+,2,753,Promoter,28736747
chr1,28785067,28785436,8540,28785264,28785283,1.08e-07,+,1,755,Distal,28785273
chr1,28877200,28877497,8563,28877360,28877379,2.17e-07,-,1,752,Distal,28877369
chr1,28882072,28882360,8564,28882212,28882231,2.42e-07,+,1,757,Distal,28882221
chr1,29033909,29034189,8603,29034032,29034051,1.77e-06,-,1,646,Intron,29034041
chr1,29181887,29182334,8640,29182041,29182060,6.29e-05,+,2,731,Promoter,29182050
chr1,29197470,29197861,8645,29197699,29197718,1.57e-06,-,1,636,Intron,29197708
chr1,29202908,29203251,8646,29203037,29203056,4.21e-09,-,1,761,Intron,29203046
chr1,29236047,29236575,8656,29236427,29236446,1.06e-07,+,1,693,Promoter,29236436
chr1,29245832,29246128,8662,29245966,29245985,3.6e-05,+,1,640,Intron,29245975
chr1,29332241,29332535,8694,29332381,29332400,1.27e-06,+,1,653,Intron,29332390
chr1,29340901,29341262,8696,29341091,29341110,6.82e-06,+,1,670,Intron,29341100
chr1,29379529,29379902,8709,29379658,29379677,1.17e-06,+,1,684,Distal,29379667
chr1,29513322,29513713,8747,29513457,29513476,8.31e-06,+,1,629,Distal,29513466
chr1,29703560,29704016,8791,N,N,N,N,N,706,Distal,29703788
chr1,29793069,29793368,8812,29793187,29793206,3.09e-07,+,1,736,Distal,29793196
chr1,29849094,29849702,8831,29849263,29849282,9.34e-08,-,1,669,Distal,29849272
chr1,30085935,30086296,8888,30086116,30086135,1.12e-07,-,4,669,Distal,30086125
chr1,30106105,30106459,8892,30106293,30106312,1.16e-05,-,1,640,Distal,30106302
chr1,30111509,30111911,8893,30111640,30111659,3.82e-06,-,1,673,Distal,30111649
chr1,30232304,30232685,8916,30232486,30232505,4.42e-06,-,1,653,Distal,30232495
chr1,30708101,30708447,9034,30708281,30708300,4.4e-07,-,1,751,Distal,30708290
chr1,30719211,30719633,9038,30719389,30719408,5.29e-09,+,2,759,Promoter,30719398
chr1,30779564,30779895,9064,30779762,30779781,1.08e-10,-,1,760,Distal,30779771
chr1,30782385,30782896,9065,30782490,30782509,1.61e-08,+,2,691,Distal,30782499
chr1,30801758,30802044,9072,30801898,30801917,2.43e-08,+,1,758,Distal,30801907
chr1,30911406,30912014,9120,30911538,30911557,1.21e-06,-,2,746,Distal,30911547
chr1,30929272,30929707,9124,30929576,30929595,1.14e-05,-,1,740,Distal,30929585
chr1,31162704,31163013,9179,31162846,31162865,1.1e-07,+,1,761,Distal,31162855
chr1,31181459,31181937,9182,31181834,31181853,1.14e-06,+,2,658,Intron,31181843
chr1,31183957,31184301,9184,31184140,31184159,4.11e-07,+,1,728,Intron,31184149
chr1,31335008,31335351,9216,31335209,31335228,6.59e-07,-,1,653,Intron,31335218
chr1,31394651,31394950,9229,31394800,31394819,8.74e-08,+,1,754,Distal,31394809
chr1,31422762,31423167,9241,31422907,31422926,2.69e-07,-,1,761,Intron,31422916
chr1,31548931,31549429,9283,31549049,31549068,2.73e-09,-,2,762,Distal,31549058
chr1,31564096,31564662,9286,31564229,31564248,3.36e-06,+,1,746,Distal,31564238
chr1,31587760,31588305,9297,31587943,31587962,2.07e-06,+,2,719,Distal,31587952
chr1,31593971,31594311,9298,31594163,31594182,2.66e-08,-,2,756,Distal,31594172
chr1,31618197,31618696,9302,31618303,31618322,6.88e-06,-,2,732,Promoter,31618312
chr1,31633116,31633459,9307,31633305,31633324,2.48e-07,-,1,657,Exon,31633314
chr1,31663859,31664150,9314,31664010,31664029,2.01e-06,+,3,758,Intron,31664019
chr1,31715529,31716026,9333,31715810,31715829,2.04e-05,-,1,724,Distal,31715819
chr1,31745667,31745948,9343,31745798,31745817,4.44e-07,-,1,726,Intron,31745807
chr1,31762653,31762971,9349,31762819,31762838,2.74e-05,+,4,677,Promoter,31762828
chr1,31789228,31789662,9359,31789466,31789485,1.49e-05,+,3,763,Distal,31789475
chr1,31815983,31816321,9367,31816116,31816135,3.61e-06,+,2,748,Promoter,31816125
chr1,31964160,31964459,9423,31964271,31964290,5.61e-07,-,1,765,Distal,31964280
chr1,31977749,31978117,9425,31977897,31977916,4.54e-06,+,1,626,Distal,31977906
chr1,32003429,32003881,9430,32003756,32003775,7e-06,-,1,694,Distal,32003765
chr1,32063204,32063737,9446,32063573,32063592,1.86e-05,-,1,679,Distal,32063582
chr1,32109255,32109651,9459,32109503,32109522,1.33e-05,-,1,712,Promoter,32109512
chr1,32215661,32215961,9490,32215791,32215810,6.66e-07,+,1,746,Exon,32215800
chr1,32247966,32248533,9505,32248205,32248224,3.78e-06,+,3,742,Promoter,32248214
chr1,32316474,32316816,9529,32316651,32316670,1.68e-05,-,1,657,Intron,32316660
chr1,32334955,32335483,9535,32335299,32335318,3.39e-07,+,1,734,Promoter,32335308
chr1,32351095,32351417,9539,32351329,32351348,3.96e-06,-,2,669,Distal,32351338
chr1,32400826,32401151,9551,32400999,32401018,5.25e-07,+,1,758,Distal,32401008
chr1,32413963,32414283,9553,32414129,32414148,1.28e-07,-,1,748,Distal,32414138
chr1,32448369,32448776,9564,32448486,32448505,2.28e-06,+,2,740,Distal,32448495
chr1,32520399,32520730,9583,32520593,32520612,2.7e-06,+,1,759,Distal,32520602
chr1,32712046,32712489,9628,32712328,32712347,1.45e-08,+,1,761,Distal,32712337
chr1,32741403,32741817,9636,32741548,32741567,5.25e-07,-,4,623,Promoter,32741557
chr1,32773031,32773594,9652,32773171,32773190,1.3e-08,-,1,761,Exon,32773180
chr1,32872666,32872978,9672,32872805,32872824,1.21e-08,-,1,744,Promoter,32872814
chr1,32876615,32876948,9673,32876814,32876833,3.04e-09,+,1,744,Distal,32876823
chr1,32886598,32886934,9676,32886733,32886752,1.82e-06,-,3,662,Promoter,32886742
chr1,32892835,32893558,9678,32893029,32893048,1.79e-07,-,3,642,Intron,32893038
chr1,32933413,32934239,9689,32933589,32933608,3.92e-06,+,3,719,Distal,32933598
chr1,33007225,33007600,9719,33007373,33007392,3.17e-05,-,2,643,Distal,33007382
chr1,33055140,33055948,9741,33055304,33055323,5.54e-07,-,5,746,Distal,33055313
chr1,33086330,33086698,9744,33086529,33086548,1.19e-07,-,1,739,Intron,33086538
chr1,33095014,33095342,9749,33095180,33095199,1.39e-06,+,1,756,Intron,33095189
chr1,33127235,33127565,9762,33127356,33127375,2.15e-07,-,1,754,Distal,33127365
chr1,33137610,33138162,9764,33137996,33138015,9.26e-07,+,1,623,Distal,33138005
chr1,33218673,33219221,9784,33218856,33218875,4e-06,+,2,688,Distal,33218865
chr1,33295518,33295818,9801,33295656,33295675,1.56e-08,+,1,761,Intron,33295665
chr1,33298608,33298986,9802,33298837,33298856,2e-05,-,1,734,Intron,33298846
chr1,33367815,33368072,9835,33367939,33367958,3.28e-09,-,1,762,Intron,33367948
chr1,33455760,33456205,9866,33455999,33456018,5.25e-07,-,1,729,Distal,33456008
chr1,33470506,33470864,9873,33470653,33470672,3.75e-06,-,1,743,Promoter,33470662
chr1,33612928,33613202,9912,33613056,33613075,6.32e-07,-,1,748,Intron,33613065
chr1,33633056,33633392,9915,33633185,33633204,1.75e-07,+,1,762,Intron,33633194
chr1,33634856,33635167,9916,33635016,33635035,1.22e-06,-,1,620,Intron,33635025
chr1,34459873,34460562,10085,34460414,34460433,1.13e-07,+,1,679,Distal,34460423
chr1,34597951,34598214,10114,34598086,34598105,1.21e-06,-,2,729,Distal,34598095
chr1,34681508,34681800,10132,34681659,34681678,2.45e-05,-,1,732,Distal,34681668
chr1,34742718,34743249,10141,34742847,34742866,1.93e-06,-,1,752,Distal,34742856
chr1,34786498,34786867,10154,34786625,34786644,1.05e-06,+,1,742,Distal,34786634
chr1,34852691,34853019,10171,34852768,34852787,4.03e-06,-,2,765,Exon,34852777
chr1,34859714,34860132,10172,34859893,34859912,1.16e-07,-,1,758,Promoter,34859902
chr1,34866083,34866942,10173,34866516,34866535,9.06e-09,-,3,760,Intron,34866525
chr1,35202115,35202411,10250,35202275,35202294,1.16e-05,+,1,750,Distal,35202284
chr1,35220788,35221388,10253,35220877,35220896,5.57e-05,-,1,628,Distal,35220886
chr1,35298538,35298881,10263,35298720,35298739,8.88e-07,-,1,640,Intron,35298729
chr1,35451110,35451460,10297,35451235,35451254,2.53e-06,+,1,743,Intron,35451244
chr1,35564582,35564986,10329,35564812,35564831,4.2e-08,-,1,738,Intron,35564821
chr1,35568973,35569351,10330,35569103,35569122,8.52e-07,+,1,739,Distal,35569112
chr1,35715274,35715809,10370,35715658,35715677,5.41e-08,-,1,755,Exon,35715667
chr1,35726883,35727210,10373,35727018,35727037,2.26e-08,-,1,757,Distal,35727027
chr1,35774588,35775010,10382,N,N,N,N,N,740,Distal,35774799
chr1,35882658,35883208,10409,35883080,35883099,1.3e-06,+,1,756,Promoter,35883089
chr1,36088388,36088929,10453,36088614,36088633,1.79e-05,+,5,755,Promoter,36088623
chr1,36099636,36100292,10456,36099771,36099790,1.26e-10,+,3,762,Intron,36099780
chr1,36134741,36135070,10471,36134897,36134916,3.13e-07,-,1,738,Distal,36134906
chr1,36149275,36149952,10474,36149691,36149710,7.24e-06,+,2,768,Distal,36149700
chr1,36188178,36188467,10493,36188333,36188352,2.59e-07,-,1,758,Distal,36188342
chr1,36285444,36286049,10521,36285635,36285654,1.4e-07,-,1,728,Intron,36285644
chr1,36299877,36300211,10525,36300048,36300067,6.11e-07,-,1,707,Intron,36300057
chr1,36342759,36343033,10542,36342873,36342892,1.42e-07,+,3,736,Intron,36342882
chr1,36369039,36369320,10551,36369194,36369213,7.03e-07,-,2,759,Intron,36369203
chr1,36420856,36421159,10578,36420986,36421005,1.07e-06,-,1,762,Intron,36420995
chr1,36516387,36516769,10611,36516522,36516541,5.12e-08,+,2,747,Distal,36516531
chr1,36553824,36554191,10617,36554000,36554019,6.2e-09,+,1,738,Distal,36554009
chr1,36576079,36576377,10622,36576239,36576258,1.59e-07,+,1,739,Distal,36576248
chr1,36609305,36609593,10628,36609432,36609451,2.75e-07,+,1,711,Distal,36609441
chr1,36650418,36650821,10640,N,N,N,N,N,749,Distal,36650619
chr1,36703672,36704010,10651,36703874,36703893,2.02e-07,+,2,750,Distal,36703883
chr1,37177219,37177630,10759,37177443,37177462,4.6e-07,-,3,632,Distal,37177452
chr1,37323798,37324129,10788,37323955,37323974,2.15e-07,-,2,703,Distal,37323964
chr1,37434298,37434879,10812,37434463,37434482,1.18e-08,-,2,762,Distal,37434472
chr1,37454894,37455191,10817,37455010,37455029,1.54e-09,+,1,763,Exon,37455019
chr1,37487314,37487717,10829,37487544,37487563,6.59e-06,-,1,767,Distal,37487553
chr1,37514590,37515161,10835,37514793,37514812,1.51e-07,+,1,704,Promoter,37514802
chr1,37561810,37562121,10845,37561961,37561980,2.81e-06,+,1,695,Intron,37561970
chr1,37603115,37603428,10854,37603302,37603321,6.74e-07,+,1,729,Distal,37603311
chr1,37682329,37682706,10870,37682554,37682573,2.74e-08,-,2,746,Exon,37682563
chr1,37692251,37692590,10875,37692383,37692402,8.95e-05,+,2,723,Promoter,37692392
chr1,37811008,37811372,10914,N,N,N,N,N,742,Exon,37811190
chr1,37860129,37860420,10932,37860267,37860286,1.88e-08,-,1,762,Promoter,37860276
chr1,37975026,37975456,10958,37975199,37975218,1.95e-07,-,1,717,Intron,37975208
chr1,37989996,37990290,10961,37990155,37990174,1.82e-08,-,2,767,Promoter,37990164
chr1,38018675,38019370,10978,38019079,38019098,3.06e-06,-,1,678,Exon,38019088
chr1,38026647,38027036,10979,38026791,38026810,8.52e-07,+,1,717,Distal,38026800
chr1,38489722,38490133,11102,N,N,N,N,N,693,Distal,38489927
chr1,38587029,38587361,11137,38587230,38587249,1.76e-05,-,1,745,Distal,38587239
chr1,38608293,38608744,11141,38608441,38608460,7.99e-07,+,1,620,Distal,38608450
chr1,38817983,38818760,11189,38818325,38818344,1.71e-07,-,3,708,Distal,38818334
chr1,38835282,38835616,11194,38835417,38835436,3.96e-08,-,1,737,Distal,38835426
chr1,39092341,39092669,11269,N,N,N,N,N,718,Intron,39092505
chr1,39098509,39098970,11270,39098821,39098840,8.88e-07,+,2,732,Intron,39098830
chr1,39102534,39102851,11271,N,N,N,N,N,702,Intron,39102692
chr1,39183667,39184066,11299,39183845,39183864,1.56e-05,+,1,668,Intron,39183854
chr1,39191615,39191989,11304,39191770,39191789,1.18e-05,-,2,666,Intron,39191779
